,names,speed,lattitude,Longitude,fc,le,qd,cn,ff,jf,sp,ty
4657,33 Feet Road/Feet Road,15.73,"[30.89687, 30.89694]","[75.93054, 75.93063]",3,1.1136,-,0.74,18.0,0.0,15.73,TR
4658,33 Feet Road/Feet Road,15.73,"[30.89694, 30.89719]","[75.93063, 75.93095]",3,1.1136,-,0.74,18.0,0.0,15.73,TR
4659,33 Feet Road/Feet Road,15.73,"[30.89719, 30.89761]","[75.93095, 75.93149]",3,1.1136,-,0.74,18.0,0.0,15.73,TR
4660,33 Feet Road/Feet Road,15.73,"[30.89761, 30.89775]","[75.93149, 75.93168]",3,1.1136,-,0.74,18.0,0.0,15.73,TR
4661,33 Feet Road/Feet Road,15.73,"[30.89775, 30.89785, 30.89794, 30.89803, 30.8981, 30.89817, 30.89829]","[75.93168, 75.93182, 75.93196, 75.93211, 75.93224, 75.93239, 75.93266]",3,1.1136,-,0.74,18.0,0.0,15.73,TR
4662,33 Feet Road/Feet Road,15.73,"[30.89829, 30.89847]","[75.93266, 75.93308]",3,1.1136,-,0.74,18.0,0.0,15.73,TR
4663,33 Feet Road/Feet Road,15.73,"[30.89847, 30.8986]","[75.93308, 75.93336]",3,1.1136,-,0.74,18.0,0.0,15.73,TR
4664,33 Feet Road/Feet Road,15.73,"[30.8986, 30.89877]","[75.93336, 75.93371]",3,1.1136,-,0.74,18.0,0.0,15.73,TR
4665,33 Feet Road/Feet Road,15.73,"[30.89877, 30.89886]","[75.93371, 75.93392]",3,1.1136,-,0.74,18.0,0.0,15.73,TR
4666,33 Feet Road/Feet Road,15.73,"[30.89886, 30.89893]","[75.93392, 75.93408]",3,1.1136,-,0.74,18.0,0.0,15.73,TR
4667,33 Feet Road/Feet Road,15.73,"[30.89893, 30.89899]","[75.93408, 75.93423]",3,1.1136,-,0.74,18.0,0.0,15.73,TR
4668,33 Feet Road/Feet Road,15.73,"[30.89899, 30.89914]","[75.93423, 75.93461]",3,1.1136,-,0.74,18.0,0.0,15.73,TR
4669,33 Feet Road/Feet Road,15.73,"[30.89914, 30.89925]","[75.93461, 75.9349]",3,1.1136,-,0.74,18.0,0.0,15.73,TR
4670,33 Feet Road/Feet Road,15.73,"[30.89925, 30.89929, 30.89933]","[75.9349, 75.93499, 75.93505]",3,1.1136,-,0.74,18.0,0.0,15.73,TR
4671,33 Feet Road/Feet Road,15.73,"[30.89933, 30.89937, 30.89943, 30.8996]","[75.93505, 75.93508, 75.93509, 75.93509]",3,1.1136,-,0.74,18.0,0.0,15.73,TR
4672,33 Feet Road/Feet Road,15.73,"[30.8996, 30.89983]","[75.93509, 75.93508]",3,1.1136,-,0.74,18.0,0.0,15.73,TR
4673,33 Feet Road/Feet Road,15.73,"[30.89983, 30.90007]","[75.93508, 75.93507]",3,1.1136,-,0.74,18.0,0.0,15.73,TR
4674,Mundian Road,17.0,"[30.91609, 30.91577]","[75.9427, 75.9425]",3,0.0403,+,0.7,25.0,2.9,17.0,TR
4675,33 Feet Road,21.0,"[30.91577, 30.91415]","[75.9425, 75.94147]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4676,33 Feet Road,21.0,"[30.91415, 30.91408]","[75.94147, 75.94143]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4677,33 Feet Road,21.0,"[30.91408, 30.91399]","[75.94143, 75.94138]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4678,33 Feet Road,21.0,"[30.91399, 30.91387]","[75.94138, 75.9413]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4679,33 Feet Road,21.0,"[30.91387, 30.9137]","[75.9413, 75.9412]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4680,33 Feet Road,21.0,"[30.9137, 30.91345]","[75.9412, 75.94104]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4681,33 Feet Road,21.0,"[30.91345, 30.9134]","[75.94104, 75.94101]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4682,33 Feet Road,21.0,"[30.9134, 30.91322]","[75.94101, 75.9409]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4683,33 Feet Road,21.0,"[30.91322, 30.9128]","[75.9409, 75.94062]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4684,33 Feet Road,21.0,"[30.9128, 30.91261]","[75.94062, 75.9405]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4685,33 Feet Road,21.0,"[30.91261, 30.91252]","[75.9405, 75.94044]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4686,33 Feet Road,21.0,"[30.91252, 30.91224]","[75.94044, 75.94025]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4687,33 Feet Road,21.0,"[30.91224, 30.91192]","[75.94025, 75.94005]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4688,33 Feet Road,21.0,"[30.91192, 30.91102]","[75.94005, 75.93949]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4689,33 Feet Road,21.0,"[30.91102, 30.91051]","[75.93949, 75.93915]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4690,33 Feet Road,21.0,"[30.91051, 30.90985]","[75.93915, 75.93873]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4691,33 Feet Road,21.0,"[30.90985, 30.90976]","[75.93873, 75.93867]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4692,33 Feet Road,21.0,"[30.90976, 30.9095]","[75.93867, 75.9385]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4693,33 Feet Road,21.0,"[30.9095, 30.90928]","[75.9385, 75.93835]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4694,33 Feet Road,21.0,"[30.90928, 30.90901]","[75.93835, 75.93818]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4695,33 Feet Road,21.0,"[30.90901, 30.90871]","[75.93818, 75.93799]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4696,33 Feet Road,21.0,"[30.90871, 30.90845]","[75.93799, 75.93782]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4697,33 Feet Road,21.0,"[30.90845, 30.90817]","[75.93782, 75.93764]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4698,33 Feet Road,21.0,"[30.90817, 30.90798]","[75.93764, 75.93751]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4699,33 Feet Road,21.0,"[30.90798, 30.90789]","[75.93751, 75.93745]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4700,33 Feet Road,21.0,"[30.90789, 30.90762]","[75.93745, 75.93727]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4701,33 Feet Road,21.0,"[30.90762, 30.90755]","[75.93727, 75.93723]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4702,33 Feet Road,21.0,"[30.90755, 30.90733]","[75.93723, 75.93709]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4703,33 Feet Road,21.0,"[30.90733, 30.90714]","[75.93709, 75.93697]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4704,33 Feet Road,21.0,"[30.90714, 30.90684]","[75.93697, 75.93676]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4705,33 Feet Road,21.0,"[30.90684, 30.90654]","[75.93676, 75.93656]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4706,33 Feet Road,21.0,"[30.90654, 30.90562]","[75.93656, 75.93598]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4707,33 Feet Road,21.0,"[30.90562, 30.90555]","[75.93598, 75.93594]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4708,33 Feet Road,21.0,"[30.90555, 30.90507]","[75.93594, 75.93569]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4709,33 Feet Road,21.0,"[30.90507, 30.90466]","[75.93569, 75.93547]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4710,33 Feet Road,21.0,"[30.90466, 30.90438]","[75.93547, 75.93532]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4711,33 Feet Road,21.0,"[30.90438, 30.90422]","[75.93532, 75.93523]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4712,33 Feet Road,21.0,"[30.90422, 30.90407]","[75.93523, 75.93515]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4713,33 Feet Road,21.0,"[30.90407, 30.90398, 30.90388]","[75.93515, 75.93511, 75.93508]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4714,33 Feet Road,21.0,"[30.90388, 30.90382, 30.90375]","[75.93508, 75.93507, 75.93506]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4715,33 Feet Road,21.0,"[30.90375, 30.90359]","[75.93506, 75.93507]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4716,33 Feet Road,21.0,"[30.90359, 30.90339]","[75.93507, 75.93508]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4717,33 Feet Road,21.0,"[30.90339, 30.90277]","[75.93508, 75.93507]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4718,33 Feet Road,21.0,"[30.90277, 30.90221]","[75.93507, 75.93507]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4719,33 Feet Road,21.0,"[30.90221, 30.90189]","[75.93507, 75.93506]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4720,33 Feet Road,21.0,"[30.90189, 30.90163]","[75.93506, 75.93505]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4721,33 Feet Road,21.0,"[30.90163, 30.90151]","[75.93505, 75.93505]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4722,33 Feet Road,21.0,"[30.90151, 30.90138]","[75.93505, 75.93505]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4723,33 Feet Road,21.0,"[30.90138, 30.90127]","[75.93505, 75.93505]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4724,33 Feet Road,21.0,"[30.90127, 30.90082]","[75.93505, 75.93505]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4725,33 Feet Road,21.0,"[30.90082, 30.90052]","[75.93505, 75.93506]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4726,33 Feet Road,21.0,"[30.90052, 30.9003]","[75.93506, 75.93507]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4727,33 Feet Road,21.0,"[30.9003, 30.90007]","[75.93507, 75.93507]",3,1.92062,+,0.7,27.0,2.96296,21.0,TR
4728,Ludhiana,15.0,"[30.91879, 30.91808]","[75.94287, 75.94285]",3,0.29302,+,0.7,19.0,2.80701,15.0,TR
4729,Ludhiana,15.0,"[30.91808, 30.91787]","[75.94285, 75.94285]",3,0.29302,+,0.7,19.0,2.80701,15.0,TR
4730,Ludhiana,15.0,"[30.91787, 30.9176]","[75.94285, 75.94284]",3,0.29302,+,0.7,19.0,2.80701,15.0,TR
4731,Ludhiana,15.0,"[30.9176, 30.91747]","[75.94284, 75.94284]",3,0.29302,+,0.7,19.0,2.80701,15.0,TR
4732,Ludhiana,15.0,"[30.91747, 30.91723]","[75.94284, 75.94285]",3,0.29302,+,0.7,19.0,2.80701,15.0,TR
4733,Ludhiana,15.0,"[30.91723, 30.91712]","[75.94285, 75.94285]",3,0.29302,+,0.7,19.0,2.80701,15.0,TR
4734,Ludhiana,15.0,"[30.91712, 30.9168]","[75.94285, 75.94286]",3,0.29302,+,0.7,19.0,2.80701,15.0,TR
4735,Ludhiana,15.0,"[30.9168, 30.91672, 30.91664, 30.91658]","[75.94286, 75.94286, 75.94284, 75.94279]",3,0.29302,+,0.7,19.0,2.80701,15.0,TR
4736,Ludhiana,15.0,"[30.91658, 30.91656, 30.91656, 30.91656]","[75.94279, 75.94271, 75.94256, 75.94231]",3,0.29302,+,0.7,19.0,2.80701,15.0,TR
4737,Pamiya Kalan Road,12.0,"[30.91656, 30.91648, 30.9164, 30.9162]","[75.94231, 75.94236, 75.94242, 75.9426]",3,0.06419,+,0.7,17.0,3.92156,12.0,TR
4738,Pamiya Kalan Road,12.0,"[30.9162, 30.91609]","[75.9426, 75.9427]",3,0.06419,+,0.7,17.0,3.92156,12.0,TR
4739,33 Feet Road,11.49,"[30.90007, 30.9003]","[75.93507, 75.93507]",3,0.0499,-,0.71,17.0,5.43656,11.49,TR
4740,33 Feet Road,11.49,"[30.9003, 30.90052]","[75.93507, 75.93506]",3,0.0499,-,0.71,17.0,5.43656,11.49,TR
4741,Mundian Road,17.17,"[30.90052, 30.90082]","[75.93506, 75.93505]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4742,Mundian Road,17.17,"[30.90082, 30.90127]","[75.93505, 75.93505]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4743,Mundian Road,17.17,"[30.90127, 30.90138]","[75.93505, 75.93505]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4744,Mundian Road,17.17,"[30.90138, 30.90151]","[75.93505, 75.93505]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4745,Mundian Road,17.17,"[30.90151, 30.90163]","[75.93505, 75.93505]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4746,Mundian Road,17.17,"[30.90163, 30.90189]","[75.93505, 75.93506]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4747,Mundian Road,17.17,"[30.90189, 30.90221]","[75.93506, 75.93507]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4748,Mundian Road,17.17,"[30.90221, 30.90277]","[75.93507, 75.93507]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4749,Mundian Road,17.17,"[30.90277, 30.90339]","[75.93507, 75.93508]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4750,Mundian Road,17.17,"[30.90339, 30.90359]","[75.93508, 75.93507]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4751,Mundian Road,17.17,"[30.90359, 30.90375]","[75.93507, 75.93506]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4752,Mundian Road,17.17,"[30.90375, 30.90382, 30.90388]","[75.93506, 75.93507, 75.93508]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4753,Mundian Road,17.17,"[30.90388, 30.90398, 30.90407]","[75.93508, 75.93511, 75.93515]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4754,Mundian Road,17.17,"[30.90407, 30.90422]","[75.93515, 75.93523]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4755,Mundian Road,17.17,"[30.90422, 30.90438]","[75.93523, 75.93532]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4756,Mundian Road,17.17,"[30.90438, 30.90466]","[75.93532, 75.93547]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4757,Mundian Road,17.17,"[30.90466, 30.90507]","[75.93547, 75.93569]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4758,Mundian Road,17.17,"[30.90507, 30.90555]","[75.93569, 75.93594]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4759,Mundian Road,17.17,"[30.90555, 30.90562]","[75.93594, 75.93598]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4760,Mundian Road,17.17,"[30.90562, 30.90654]","[75.93598, 75.93656]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4761,Mundian Road,17.17,"[30.90654, 30.90684]","[75.93656, 75.93676]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4762,Mundian Road,17.17,"[30.90684, 30.90714]","[75.93676, 75.93697]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4763,Mundian Road,17.17,"[30.90714, 30.90733]","[75.93697, 75.93709]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4764,Mundian Road,17.17,"[30.90733, 30.90755]","[75.93709, 75.93723]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4765,Mundian Road,17.17,"[30.90755, 30.90762]","[75.93723, 75.93727]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4766,Mundian Road,17.17,"[30.90762, 30.90789]","[75.93727, 75.93745]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4767,Mundian Road,17.17,"[30.90789, 30.90798]","[75.93745, 75.93751]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4768,Mundian Road,17.17,"[30.90798, 30.90817]","[75.93751, 75.93764]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4769,Mundian Road,17.17,"[30.90817, 30.90845]","[75.93764, 75.93782]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4770,Mundian Road,17.17,"[30.90845, 30.90871]","[75.93782, 75.93799]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4771,Mundian Road,17.17,"[30.90871, 30.90901]","[75.93799, 75.93818]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4772,Mundian Road,17.17,"[30.90901, 30.90928]","[75.93818, 75.93835]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4773,Mundian Road,17.17,"[30.90928, 30.9095]","[75.93835, 75.9385]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4774,Mundian Road,17.17,"[30.9095, 30.90976]","[75.9385, 75.93867]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4775,Mundian Road,17.17,"[30.90976, 30.90985]","[75.93867, 75.93873]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4776,Mundian Road,17.17,"[30.90985, 30.91051]","[75.93873, 75.93915]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4777,Mundian Road,17.17,"[30.91051, 30.91102]","[75.93915, 75.93949]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4778,Mundian Road,17.17,"[30.91102, 30.91192]","[75.93949, 75.94005]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4779,Mundian Road,17.17,"[30.91192, 30.91224]","[75.94005, 75.94025]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4780,Mundian Road,17.17,"[30.91224, 30.91252]","[75.94025, 75.94044]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4781,Mundian Road,17.17,"[30.91252, 30.91261]","[75.94044, 75.9405]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4782,Mundian Road,17.17,"[30.91261, 30.9128]","[75.9405, 75.94062]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4783,Mundian Road,17.17,"[30.9128, 30.91322]","[75.94062, 75.9409]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4784,Mundian Road,17.17,"[30.91322, 30.9134]","[75.9409, 75.94101]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4785,Mundian Road,17.17,"[30.9134, 30.91345]","[75.94101, 75.94104]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4786,Mundian Road,17.17,"[30.91345, 30.9137]","[75.94104, 75.9412]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4787,Mundian Road,17.17,"[30.9137, 30.91387]","[75.9412, 75.9413]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4788,Mundian Road,17.17,"[30.91387, 30.91399]","[75.9413, 75.94138]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4789,Mundian Road,17.17,"[30.91399, 30.91408]","[75.94138, 75.94143]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4790,Mundian Road,17.17,"[30.91408, 30.91415]","[75.94143, 75.94147]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4791,Mundian Road,17.17,"[30.91415, 30.91577]","[75.94147, 75.9425]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4792,Mundian Road,17.17,"[30.91577, 30.91609]","[75.9425, 75.9427]",3,1.91102,-,0.73,29.0,4.066,17.17,TR
4793,Hari Nagar Road/Pamiya Kalan Road/Mundian Kalan Road,15.0,"[30.90007, 30.90009]","[75.93507, 75.9348]",3,0.03838,+,0.7,22.0,2.9,15.0,TR
4794,Hari Nagar Road/Pamiya Kalan Road/Mundian Kalan Road,15.0,"[30.90009, 30.9001]","[75.9348, 75.93467]",3,0.03838,+,0.7,22.0,2.9,15.0,TR
4795,Bhamian Road,22.0,"[30.9001, 30.90012]","[75.93467, 75.93437]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4796,Bhamian Road,22.0,"[30.90012, 30.90014]","[75.93437, 75.93412]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4797,Bhamian Road,22.0,"[30.90014, 30.90015]","[75.93412, 75.93392]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4798,Bhamian Road,22.0,"[30.90015, 30.90016]","[75.93392, 75.93366]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4799,Bhamian Road,22.0,"[30.90016, 30.90017]","[75.93366, 75.93358]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4800,Bhamian Road,22.0,"[30.90017, 30.90018]","[75.93358, 75.93336]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4801,Bhamian Road,22.0,"[30.90018, 30.90019]","[75.93336, 75.9331]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4802,Bhamian Road,22.0,"[30.90019, 30.9002]","[75.9331, 75.93287]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4803,Bhamian Road,22.0,"[30.9002, 30.90021]","[75.93287, 75.93275]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4804,Bhamian Road,22.0,"[30.90021, 30.90023]","[75.93275, 75.93236]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4805,Bhamian Road,22.0,"[30.90023, 30.90024]","[75.93236, 75.93222]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4806,Bhamian Road,22.0,"[30.90024, 30.90026]","[75.93222, 75.93194]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4807,Bhamian Road,22.0,"[30.90026, 30.90028]","[75.93194, 75.93168]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4808,Bhamian Road,22.0,"[30.90028, 30.9003]","[75.93168, 75.93147]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4809,Bhamian Road,22.0,"[30.9003, 30.90032]","[75.93147, 75.93116]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4810,Bhamian Road,22.0,"[30.90032, 30.90034]","[75.93116, 75.93087]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4811,Bhamian Road,22.0,"[30.90034, 30.90035]","[75.93087, 75.93073]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4812,Bhamian Road,22.0,"[30.90035, 30.9004]","[75.93073, 75.92983]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4813,Bhamian Road,22.0,"[30.9004, 30.90042]","[75.92983, 75.92948]",3,0.49753,+,0.7,30.0,3.55555,22.0,TR
4814,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90042, 30.90046]","[75.92948, 75.92881]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4815,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90046, 30.90046]","[75.92881, 75.92877]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4816,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90046, 30.90047]","[75.92877, 75.92869]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4817,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90047, 30.90048]","[75.92869, 75.92857]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4818,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90048, 30.90049]","[75.92857, 75.92835]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4819,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90049, 30.90052]","[75.92835, 75.92795]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4820,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90052, 30.90053]","[75.92795, 75.9278]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4821,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90053, 30.90054]","[75.9278, 75.92756]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4822,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90054, 30.90055]","[75.92756, 75.92742]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4823,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90055, 30.90056]","[75.92742, 75.92717]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4824,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90056, 30.90057]","[75.92717, 75.92703]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4825,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90057, 30.90058]","[75.92703, 75.92684]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4826,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90058, 30.9006]","[75.92684, 75.9266]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4827,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.9006, 30.90061]","[75.9266, 75.92645]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4828,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90061, 30.90061]","[75.92645, 75.92634]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4829,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90061, 30.90063]","[75.92634, 75.92608]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4830,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90063, 30.90064]","[75.92608, 75.92593]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4831,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90064, 30.90065]","[75.92593, 75.92578]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4832,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90065, 30.90066]","[75.92578, 75.92548]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4833,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90066, 30.90067]","[75.92548, 75.92514]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4834,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90067, 30.90067]","[75.92514, 75.92478]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4835,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90067, 30.90068]","[75.92478, 75.92459]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4836,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90068, 30.90069]","[75.92459, 75.92429]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4837,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.90069, 30.9007]","[75.92429, 75.92408]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4838,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.9007, 30.9007]","[75.92408, 75.92395]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
4839,NH-95/Chandigarh Road/Samrala Road/Samrala-Ludhiana Road,16.7,"[30.9007, 30.90071]","[75.92395, 75.92373]",3,1.33887,+,0.76,26.0,4.8223,16.7,TR
